title,release_year,parental_rating,movie_duration,movie_rating,description,genres,budget,gross_na,gross_worldwide
Aliens,1986,R,2h 17m,8.4,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.","Action,Adventure,Sci-Fi","$18,500,000 (estimated)","$85,160,248","$131,060,248"
The Dark Knight Rises,2012,PG-13,2h 44m,8.4,"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terro...","Action,Drama,Thriller","$250,000,000 (estimated)","$448,149,584","$1,085,289,416"
Witness for the Prosecution,1957,Approved,1h 56m,8.4,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"Crime,Drama,Mystery","$3,000,000 (estimated)","$7,693",
The Great Dictator,1940,G,2h 5m,8.4,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"Comedy,Drama,War","$2,000,000 (estimated)","$972,212",
Avengers: Infinity War,2018,PG-13,2h 29m,8.4,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"Action,Adventure,Sci-Fi","$321,000,000 (estimated)","$678,815,482","$2,052,415,039"
Spider-Man: Into the Spider-Verse,2018,PG,1h 57m,8.4,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,"Animation,Action,Adventure","$90,000,000 (estimated)","$190,241,310","$384,298,736"
Sunset Blvd.,1950,Approved,1h 50m,8.4,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,"Drama,Film-Noir","$1,752,000 (estimated)","$299,645","$304,474"
The Lives of Others,2006,R,2h 17m,8.4,"In 1984 East Berlin, an agent of the secret police conducting surveillance on a writer and his lover finds himself becoming increasingly absorbed by their lives.","Drama,Mystery,Thriller","$2,000,000 (estimated)","$11,286,112","$77,357,476"
The Shining,1980,R,2h 26m,8.4,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.","Drama,Horror","$19,000,000 (estimated)","$45,634,352","$47,380,008"
Raiders of the Lost Ark,1981,PG,1h 55m,8.4,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.","Action,Adventure","$18,000,000 (estimated)","$248,159,971","$389,925,971"
12th Fail,2023,,2h 27m,9.0,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,"Biography,Drama","$138,288",,
Memento,2000,R,1h 53m,8.4,A man with short-term memory loss attempts to track down his wife's murderer.,"Mystery,Thriller","$9,000,000 (estimated)","$25,544,867","$40,047,236"
Paths of Glory,1957,Approved,1h 28m,8.4,"After a failed attack on a German position, a general orders three soldiers, chosen at random, court-martialed for cowardice and their commanding officer must defend them.","Drama,War","$935,000 (estimated)","$5,477",
WALL·E,2008,G,1h 38m,8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","Animation,Adventure,Family","$180,000,000 (estimated)","$223,808,164","$521,320,168"
Django Unchained,2012,R,2h 45m,8.5,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.","Drama,Western","$100,000,000 (estimated)","$162,805,434","$426,076,293"
Alien,1979,R,1h 57m,8.5,The crew of a commercial spacecraft encounters a deadly lifeform after investigating a mysterious transmission of unknown origin.,"Horror,Sci-Fi","$11,000,000 (estimated)","$82,506,459","$106,891,522"
City Lights,1931,G,1h 27m,8.5,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","Comedy,Drama,Romance","$1,500,000 (estimated)","$19,181","$50,419"
Apocalypse Now,1979,R,2h 27m,8.4,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"Drama,Mystery,War","$31,500,000 (estimated)","$96,042,913","$104,911,671"
Rear Window,1954,PG,1h 52m,8.5,"A wheelchair-bound photographer spies on his neighbors from his Greenwich Village courtyard apartment window and, despite the skepticism of his fashion-model girlfriend, becomes convinced on...","Mystery,Thriller","$1,000,000 (estimated)","$36,764,313","$37,040,788"
Cinema Paradiso,1988,PG,2h 54m,8.5,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,"Drama,Romance","$5,000,000 (estimated)","$12,397,210","$13,020,497"
Once Upon a Time in the West,1968,PG-13,2h 46m,8.5,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,Western,"$5,000,000 (estimated)","$5,321,508","$5,435,312"
Modern Times,1936,G,1h 27m,8.5,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,"Comedy,Drama,Romance","$1,500,000 (estimated)","$163,577","$463,618"
Harakiri,1962,Not Rated,2h 13m,8.6,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so ...","Action,Drama,Mystery","$15,222",,
Casablanca,1942,PG,1h 42m,8.5,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"Drama,Romance,War","$950,000 (estimated)","$4,219,709","$4,656,207"
Grave of the Fireflies,1988,Not Rated,1h 29m,8.5,A young boy and his little sister struggle to survive in Japan during World War II.,"Animation,Drama,War","$3,700,000 (estimated)","$516,962","$519,421"
The Intouchables,2011,R,1h 52m,8.5,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Comedy,Drama","€9,500,000 (estimated)","$10,198,820","$426,590,315"
The Usual Suspects,1995,R,1h 46m,8.5,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,"Crime,Drama,Mystery","$6,000,000 (estimated)","$23,341,568","$23,341,568"
Whiplash,2014,R,1h 46m,8.5,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"Drama,Music","$3,300,000 (estimated)","$13,092,000","$49,449,489"
The Prestige,2006,PG-13,2h 10m,8.5,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","Drama,Mystery,Sci-Fi","$40,000,000 (estimated)","$53,089,891","$109,676,311"
The Departed,2006,R,2h 31m,8.5,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"Crime,Drama,Thriller","$90,000,000 (estimated)","$132,399,394","$291,481,358"
American History X,1998,R,1h 59m,8.5,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who id...","Crime,Drama","$20,000,000 (estimated)","$6,719,864","$23,875,714"
Gladiator,2000,R,2h 35m,8.5,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"Action,Adventure,Drama","$103,000,000 (estimated)","$187,705,427","$465,387,186"
